2020-12-02 10:48:49,833 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2020-12-02 10:48:49,886 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2020-12-02 10:48:49,888 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2020-12-02 10:48:49,889 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2020-12-02 10:48:49,892 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2020-12-02 10:48:49,893 INFO  SwAddin.cs: 197 - Setting up callbacks
2020-12-02 10:48:49,894 INFO  SwAddin.cs: 201 - Setting up command manager
2020-12-02 10:48:49,895 INFO  SwAddin.cs: 204 - Adding command manager
2020-12-02 10:48:49,898 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2020-12-02 10:48:49,900 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2020-12-02 10:48:49,900 INFO  SwAddin.cs: 210 - Adding event handlers
2020-12-02 10:48:49,904 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2020-12-02 11:02:36,428 INFO  SwAddin.cs: 294 - Assembly export called for file Robot_3008.SLDASM
2020-12-02 11:02:38,723 INFO  SwAddin.cs: 313 - Saving assembly
2020-12-02 11:02:39,913 INFO  SwAddin.cs: 316 - Opening property manager
2020-12-02 11:02:39,950 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Robot_3008.SLDASM
2020-12-02 11:02:39,962 INFO  ExportHelperExtension.cs: 1136 - Found 50 in Robot_3008.SLDASM
2020-12-02 11:02:39,963 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in Robot_3008.SLDASM
2020-12-02 11:02:39,964 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2020-12-02 11:02:39,967 INFO  ExportHelperExtension.cs: 1160 - 8 components to check
2020-12-02 11:02:39,969 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from RMP_220-1
2020-12-02 11:02:39,971 INFO  ExportHelperExtension.cs: 1136 - Found 139 in RMP_220-1
2020-12-02 11:02:39,972 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in RMP_220-1
2020-12-02 11:02:39,972 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from kabuk-1
2020-12-02 11:02:39,973 INFO  ExportHelperExtension.cs: 1136 - Found 60 in kabuk-1
2020-12-02 11:02:39,974 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in kabuk-1
2020-12-02 11:02:39,975 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from caster-1
2020-12-02 11:02:39,975 INFO  ExportHelperExtension.cs: 1136 - Found 40 in caster-1
2020-12-02 11:02:39,976 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in caster-1
2020-12-02 11:02:39,976 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Part1^Robot_3008-1
2020-12-02 11:02:39,977 INFO  ExportHelperExtension.cs: 1136 - Found 23 in Part1^Robot_3008-1
2020-12-02 11:02:39,978 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Part1^Robot_3008-1
2020-12-02 11:02:39,978 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ara_parca-1
2020-12-02 11:02:39,979 INFO  ExportHelperExtension.cs: 1136 - Found 28 in ara_parca-1
2020-12-02 11:02:39,980 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in ara_parca-1
2020-12-02 11:02:39,980 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Part2^Robot_3008-1
2020-12-02 11:02:39,980 INFO  ExportHelperExtension.cs: 1136 - Found 23 in Part2^Robot_3008-1
2020-12-02 11:02:39,981 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Part2^Robot_3008-1
2020-12-02 11:02:39,982 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from head_bigass-1
2020-12-02 11:02:39,982 INFO  ExportHelperExtension.cs: 1136 - Found 35 in head_bigass-1
2020-12-02 11:02:39,984 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in head_bigass-1
2020-12-02 11:02:39,984 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from PhantomX Pincher Robot Arm Kit Mark II-1
2020-12-02 11:02:39,985 INFO  ExportHelperExtension.cs: 1136 - Found 27 in PhantomX Pincher Robot Arm Kit Mark II-1
